"id","date","focal.depth","magnitude","intensity","country","location.name","latitude","longitude","casualties","property.damage","factor"
5583,2000-11-17,33,7.8,NA,"PAPUA NEW GUINEA","PAPUA NEW GUINEA:  NEW BRITAIN",-5.496,151.781,NA,NA,"[7,8)"
5584,2000-11-25,50,6.8,NA,"AZERBAIJAN","AZERBAIJAN:  BAKU",40.245,49.946,461,NA,"[6,7)"
5585,2000-12-06,30,7,NA,"TURKMENISTAN","TURKMENISTAN:  NEBITDAG-TURKMENBASHI",39.566,54.799,NA,NA,"[7,8)"
5586,2000-12-15,10,6,7,"TURKEY","TURKEY:  AFYON-BOLVADIN",38.457,31.351,47,NA,"[6,7)"
8952,2001-01-01,33,7.5,NA,"PHILIPPINES","PHILIPPINES:  MINDANAO",6.898,126.579,NA,NA,"[7,8)"
5587,2001-01-13,60,7.7,8,"EL SALVADOR","EL SALVADOR:  DAMAGE & INJURIES IN EVERY DEPT.",13.049,-88.66,5567,277858,"[7,8)"
5589,2001-01-26,16,7.7,10,"INDIA","INDIA:  GUJARAT:  BHUJ, AHMADABAD, RAJOKOT; PAKISTAN",23.419,70.232,186841,NA,"[7,8)"
5592,2001-02-13,10,6.6,6,"EL SALVADOR","EL SALVADOR: SAN JUAN TEPEZONTES-SAN VICENTE-COJUTEP",13.671,-88.938,3714,57008,"[6,7)"
5593,2001-02-23,33,5.6,NA,"CHINA","CHINA:  SICHUAN PROVINCE:  KANGDING, YAJIANG",29.513,101.129,112,NA,"[5,6)"
5595,2001-02-28,52,6.8,8,"USA","WASHINGTON:  OLYMPIA, SEATTLE, TACOMA",47.149,-122.727,401,NA,"[6,7)"
5596,2001-03-24,50,6.8,9,"JAPAN","JAPAN:  HIROSHIMA, OKAYAMA, HONSHU, KAGAMA",34.083,132.526,163,NA,"[6,7)"
5597,2001-05-08,10,5.7,NA,"EL SALVADOR","EL SALVADOR:  CONCHAGUA",13.605,-88.795,NA,154,"[5,6)"
5598,2001-05-23,33,5.5,NA,"CHINA","CHINA:  YUNNAN:  NINGLANG; SICHUAN:  YANYUAN",27.689,101.003,607,NA,"[5,6)"
5599,2001-06-01,62,5,NA,"AFGHANISTAN","AFGHANISTAN:  HINDU KUSH:  PARVAN",35.169,69.389,24,NA,"[5,6)"
5601,2001-06-23,33,8.4,8,"PERU","PERU:  AREQUIPA, MOQUEGUA, TACNA, AYACUCHO",-16.265,-73.641,2816,NA,"[8,9)"
5602,2001-06-25,5,5.5,NA,"TURKEY","TURKEY:  OSMANIYE",37.238,36.206,NA,NA,"[5,6)"
5603,2001-07-05,62,6.6,NA,"PERU","PERU:  CARAVELI, CHALA, ARICA, IQUIQUE, PARINACOTA",-16.086,-73.987,NA,NA,"[6,7)"
5604,2001-07-07,33,7.6,NA,"PERU","PERU:  AREQUIPA, ARICA",-17.543,-72.077,31,NA,"[7,8)"
5606,2001-07-26,10,6.5,NA,"GREECE","GREECE:  SKYROS",39.059,24.244,NA,NA,"[6,7)"
5607,2001-08-09,33,5.8,NA,"PERU","PERU:  ANTABAMA",-14.258,-72.683,19,NA,"[5,6)"
10203,2001-10-12,20,6.1,NA,"CANADA","CANADA:  QUEEN CHARLOTTE ISLANDS",52.63,-132.2,NA,NA,"[6,7)"
5609,2001-10-12,37,7,8,"USA TERRITORY","GUAM",12.686,144.98,NA,NA,"[7,8)"
5610,2001-10-19,33,7.5,NA,"INDONESIA","INDONESIA:  BANDA SEA",-4.102,123.907,NA,NA,"[7,8)"
5611,2001-10-27,10,5.6,NA,"CHINA","CHINA:  YUNNAN PROVINCE:  YONGSHENG",26.316,100.648,221,NA,"[5,6)"
5612,2001-11-14,10,7.8,NA,"CHINA","CHINA:  QINGHAI PROVINCE:  XIDATAN",35.946,90.541,NA,NA,"[7,8)"
6613,2001-12-18,14,6.8,NA,"TAIWAN","TAIWAN",23.954,122.734,NA,NA,"[6,7)"
5614,2002-01-02,21,7.2,NA,"VANUATU","VANUATU ISLANDS:  EFATE, PORT VILA",-17.6,167.856,NA,NA,"[7,8)"
5615,2002-01-09,33,5.3,NA,"TAJIKISTAN","TAJIKISTAN:  ROGHUN",38.673,69.902,53,NA,"[5,6)"
5616,2002-01-10,11,6.7,NA,"PAPUA NEW GUINEA","PAPUA NEW GUINEA:  AITAPE",-3.212,142.427,NA,NA,"[6,7)"
5617,2002-01-14,33,5.6,NA,"CHILE","CHILE: NORTHERN: CUYA, HUARA, IQUIQUE, POZO ALMONTE",-19.384,-69.231,NA,NA,"[5,6)"
5619,2002-01-30,109,5.9,NA,"MEXICO","MEXICO:  VERACRUZ:  SAN ANDRES TUXTLA, TUXTEPEC",18.194,-95.908,NA,NA,"[5,6)"
5620,2002-02-03,5,6.5,NA,"TURKEY","TURKEY:  AFYON",38.573,31.271,362,NA,"[6,7)"
5622,2002-02-17,33,5.4,NA,"IRAN","IRAN:  BAGHAN",28.093,51.755,31,NA,"[5,6)"
5623,2002-02-22,7,5.5,NA,"MEXICO","MEXICO:  MEXICALI, BAJA CALIFORNIA",32.319,-115.322,NA,NA,"[5,6)"
5624,2002-03-03,226,7.4,NA,"AFGHANISTAN","AFGHANISTAN:  HINDU KUSH:  SAMANGHAN, KABUL, RUSTAQ",36.502,70.482,NA,700,"[7,8)"
5625,2002-03-05,31,7.5,NA,"PHILIPPINES","PHILIPPINES:  MINDANAO",6.033,124.249,115,NA,"[7,8)"
5626,2002-03-25,8,6.1,NA,"AFGHANISTAN","AFGHANISTAN:  HINDU KUSH:  BAGHLAN, NAHRIN",36.062,69.315,1200,NA,"[6,7)"
6821,2002-03-26,33,6.4,NA,"JAPAN","JAPAN:  RYUKYU ISLANDS",23.346,124.09,NA,NA,"[6,7)"
5627,2002-03-31,33,7.1,NA,"TAIWAN","TAIWAN:  TAIPEI",24.279,122.179,205,NA,"[7,8)"
5628,2002-04-01,71,6.4,NA,"CHILE","CHILE:  CENTRAL:  COQUIMBO, LA SERENA, OVALLE",-29.67,-71.384,NA,NA,"[6,7)"
5629,2002-04-12,10,5.9,NA,"TAJIKISTAN","TAJIKISTAN; AFGHANISTAN: DO ABI-NAHRIN",39.959,69.417,200,410,"[5,6)"
5630,2002-04-18,62,6.6,NA,"CHILE","CHILE:  COPIAPO, TALTAL",-27.535,-70.586,NA,609,"[6,7)"
5631,2002-04-20,11,5.2,7,"USA","NEW YORK:  CLINTON, ESSEX, AU SABLE FORKS",44.513,-73.699,NA,NA,"[5,6)"
5632,2002-04-24,10,5.7,NA,"SERBIA AND MONTENEGRO","BALKANS NW:  KOSOVO; MACEDONIA:  N",42.436,21.466,61,NA,"[5,6)"
5633,2002-04-24,33,5.4,NA,"IRAN","IRAN:  WESTERN:  KERMANSHAH",34.642,47.4,58,NA,"[5,6)"
5635,2002-04-26,86,7.1,7,"USA TERRITORY","GUAM",13.088,144.619,NA,NA,"[7,8)"
5636,2002-05-18,10,5.5,NA,"TANZANIA","TANZANIA:  BUNDA",-2.907,33.733,NA,1390,"[5,6)"
5637,2002-05-28,22,6,NA,"ARGENTINA","ARGENTINA:  AMINGA, ANILLACO, AGUA BLANCA, CHUQUIS",-28.937,-66.797,NA,NA,"[6,7)"
5639,2002-06-22,10,6.5,8,"IRAN","IRAN:  AB GARM-ABHAR-AVAJ-SHIRIN SU",35.626,49.047,1561,NA,"[6,7)"
5641,2002-07-31,10,6.5,7,"PANAMA","PANAMA:  BARU, ALANJE, DAVID; COSTA RICA:  LAUREL",7.929,-82.793,NA,NA,"[6,7)"
5642,2002-08-08,33,5.3,NA,"CHINA","CHINA:  SICHUAN PROVINCE:  RULONG",30.916,99.927,NA,NA,"[5,6)"
5643,2002-08-14,30,6.5,NA,"USA TERRITORY","NORTHERN MARIANA ISLANDS:  SAIPAN",14.101,146.199,NA,NA,"[6,7)"
5644,2002-08-15,10,6.2,NA,"INDONESIA","INDONESIA:   SULAWESI:  TOJO",-1.196,121.333,NA,NA,"[6,7)"
8953,2002-08-19,580,7.7,NA,"FIJI","FIJI ISLANDS",-21.696,-179.513,NA,NA,"[7,8)"
8954,2002-08-19,675,7.7,NA,"FIJI","FIJI ISLANDS",-23.884,178.495,NA,NA,"[7,8)"
5646,2002-09-02,10,5.2,NA,"IRAN","IRAN: KAK, RAZAN, SIZAN",35.701,48.838,NA,NA,"[5,6)"
5647,2002-09-05,32,5.5,NA,"KYRGYZSTAN","KYRGYZSTAN",39.77,72.007,NA,NA,"[5,6)"
5648,2002-09-06,5,6,NA,"ITALY","ITALY:  SICILY:  PALERMO",38.381,13.701,22,NA,"[6,7)"
5649,2002-09-08,13,7.6,NA,"PAPUA NEW GUINEA","PAPUA NEW GUINEA:  KAIRIRU IS, MUSCHU IS, WEWAK",-3.302,142.945,74,NA,"[7,8)"
5650,2002-09-13,21,6.5,NA,"INDIA","INDIA:  ANDAMAN ISLANDS:  RONGAT, DIGLIPUR,ARIEL BAY",13.036,93.068,NA,NA,"[6,7)"
5651,2002-09-20,10,6.4,NA,"INDONESIA","INDONESIA:  NEW GUINEA:  IRIAN JAYA:  RANSIKI",-1.68,134.234,NA,NA,"[6,7)"
5653,2002-09-25,6,5.3,NA,"MEXICO","MEXICO:  ACAPULCO",16.87,-100.113,NA,NA,"[5,6)"
5654,2002-09-25,10,5.6,NA,"IRAN","IRAN:  MASJED-E SOLEYMAN",31.995,49.329,NA,NA,"[5,6)"
5656,2002-10-10,10,7.6,NA,"INDONESIA","INDONESIA: NEW GUINEA: MANOKWARI, ORANSBARI, RANSIKI",-1.757,134.297,640,1900,"[7,8)"
5657,2002-10-23,4,6.7,8,"USA","ALASKA:  CANTWELL, DENALI NATL PARK",63.514,-147.912,NA,NA,"[6,7)"
5658,2002-10-24,11,6.2,NA,"CONGO","CONGO: GOMA, LWIRO, BUKAVU; RWANDA:  MUGERA, KIGALI",-1.884,29.004,NA,NA,"[6,7)"
5660,2002-10-31,10,5.7,NA,"ITALY","ITALY:  SAN GUILIANO DI PUGLIA, CAMPOBASSO",41.789,14.872,164,NA,"[5,6)"
5661,2002-11-01,33,5.4,NA,"PAKISTAN","PAKISTAN:  GILGIT",35.517,74.654,51,NA,"[5,6)"
5662,2002-11-02,30,7.3,NA,"INDONESIA","INDONESIA:  SUMATERA:  SIMEULUE",2.824,96.085,68,NA,"[7,8)"
5663,2002-11-03,5,7.9,9,"USA","ALASKA:  SLANA, MENTASTA LAKE, FAIRBANKS",63.517,-147.444,NA,NA,"[7,8)"
5664,2002-11-20,33,6.3,NA,"PAKISTAN","PAKISTAN:  DASHKIN, DOIAN, MUSHKIN",35.414,74.515,59,1356,"[6,7)"
5665,2002-11-27,33,5.9,NA,"VANUATU","VANUATU ISLANDS: MERE LAVA ISLAND",-14.49,167.827,NA,NA,"[5,6)"
5666,2002-12-02,10,5.7,NA,"GREECE","GREECE:  MEGALOPOLIS, VARTHOLOMION",37.747,21.087,NA,108,"[5,6)"
5667,2002-12-14,22,5.5,NA,"CHINA","CHINA:  GANSU PROVINCE:  YUMNE",39.736,97.443,NA,NA,"[5,6)"
5668,2002-12-24,33,5.2,NA,"IRAN","IRAN:  KERMANSHAH",34.594,47.454,NA,NA,"[5,6)"
5669,2002-12-25,10,5.7,NA,"CHINA","CHINA:  XINJIANG:  WUQIA",39.57,75.254,NA,NA,"[5,6)"
5670,2002-12-25,91,5.5,NA,"AFGHANISTAN","AFGHANISTAN:  JALALABAD",35.704,69.868,NA,NA,"[5,6)"
5671,2003-01-11,33,5.2,NA,"IRAN","IRAN:  KAZERUN, NURABAD",29.59,51.474,NA,2000,"[5,6)"
5672,2003-01-20,33,7.3,NA,"SOLOMON ISLANDS","SOLOMON ISLANDS:  HONIARA, SAN CRISTOBAL",-10.491,160.77,NA,NA,"[7,8)"
5673,2003-01-22,24,7.5,8,"MEXICO","MEXICO:  VILLA DE ALVAREZ, COLIMA, TECOMAN, JALISCO",18.77,-104.104,329,8620,"[7,8)"
5674,2003-01-23,33,5.5,6,"INDONESIA","INDONESIA:  SUMBAWA ISLAND:  DOMPU",-8.807,118.524,NA,NA,"[5,6)"
5676,2003-01-27,10,6.1,NA,"TURKEY","TURKEY:  SAGLAMTAS, PULUMUR",39.5,39.878,NA,NA,"[6,7)"
5685,2003-02-13,24,5.3,NA,"CHINA","CHINA:  N. XINJIANG:  URUMQI",43.897,85.923,NA,NA,"[5,6)"
5700,2003-02-15,10,5.8,6,"PHILIPPINES","PHILIPPINES: LUZON:  DIMASALANG",12.171,123.921,NA,NA,"[5,6)"
5701,2003-02-15,10,6.3,6,"PHILIPPINES","PHILIPPINES: MASBATE, DIMASALANG",12.168,124.079,NA,NA,"[6,7)"
5680,2003-02-22,1,5.2,6,"USA","CALIFORNIA:  BIG BEAR CITY",34.31,-116.848,NA,NA,"[5,6)"
5681,2003-02-22,10,5,NA,"FRANCE","FRANCE:  BACCARAT, COLMAR, THANN; GERMANY:  EDIGEN",48.342,6.57,NA,NA,"[5,6)"
5682,2003-02-24,11,6.3,NA,"CHINA","CHINA:  S. XINJIANG:  BACHU",39.61,77.23,4261,NA,"[6,7)"
5683,2003-02-25,10,5.4,NA,"CHINA","CHINA:  S. XINJIANG:  BACHU",39.483,77.393,NA,NA,"[5,6)"
5702,2003-03-25,33,6.5,NA,"INDONESIA","INDONESIA:  FLORES:  REO",-8.294,120.743,24,NA,"[6,7)"
5689,2003-03-25,47,5.5,NA,"BHUTAN","BHUTAN:  PHUENTSHOLING",27.264,89.331,NA,NA,"[5,6)"
5690,2003-04-10,10,5.7,NA,"TURKEY","TURKEY:  IZMIR, SEFERIHISAR",38.221,26.958,NA,NA,"[5,6)"
5691,2003-04-17,14,6.4,NA,"CHINA","CHINA:  QINGHAI PROVINCE:  DELINGHA",37.529,96.476,NA,NA,"[6,7)"
5692,2003-05-01,10,6.4,NA,"TURKEY","TURKEY:  BINGOL",39.007,40.464,698,3311,"[6,7)"
5693,2003-05-04,10,5.8,NA,"CHINA","CHINA:  S. XINJIANG:  YOPURGA",39.43,77.219,4,NA,"[5,6)"
5694,2003-05-21,12,6.8,10,"ALGERIA","ALGERIA:  ALGIERS, BOUMERDES, REGHIA, THENIA",36.964,3.634,12527,NA,"[6,7)"
5695,2003-05-26,68,7,NA,"JAPAN","JAPAN:  HONSHU:  IWATE, MIYAGI, YAMAGATA, AKITA",38.849,141.568,NA,NA,"[7,8)"
5696,2003-05-26,31,7,NA,"INDONESIA","INDONESIA:  MOROTAI, BEREBERE, DARUBA",2.354,128.855,8,48,"[7,8)"
5697,2003-05-27,8,5.7,NA,"ALGERIA","ALGERIA:  ALGIERS, BOUMERDES, REGHAIA",36.939,3.578,209,NA,"[5,6)"
5699,2003-06-09,18,5.2,NA,"GREECE","GREECE:  GONNOI, LARISA",39.893,22.309,NA,NA,"[5,6)"
5688,2003-06-20,33,6.8,6,"CHILE","CHILE:  OVALLE, COQUIMBO; ARGENTINA:  SAN JUAN",-30.608,-71.637,NA,NA,"[6,7)"
5704,2003-07-03,41,5.2,NA,"IRAN","IRAN:  NORTHEASTERN: YAKHAK, BASHIRABAD, BUTEHGAZ",35.476,60.784,NA,NA,"[5,6)"
5705,2003-07-10,10,5.8,NA,"IRAN","IRAN:  SOUTHERN: GAJJIABAD",28.355,54.169,26,NA,"[5,6)"
5706,2003-07-15,10,7.6,NA,"INDIAN OCEAN","INDIAN OCEAN:  FELT IN MALDIVES",-2.598,68.382,NA,NA,"[7,8)"
5707,2003-07-21,10,5.9,NA,"CHINA","CHINA:  YUNNAN PROVINCE",25.975,101.29,600,NA,"[5,6)"
5708,2003-07-25,10,5.5,NA,"JAPAN","JAPAN:  HONSHU:  MIYAGI, IWATE",38.432,141.003,NA,NA,"[5,6)"
5710,2003-07-26,10,5.4,NA,"TURKEY","TURKEY:  WESTERN:  BULDAN",38.019,28.927,NA,NA,"[5,6)"
5711,2003-07-26,10,5.7,NA,"BANGLADESH","BANGLADESH:  RANGAMATI",22.854,92.306,27,NA,"[5,6)"
5712,2003-08-04,10,7.6,NA,"ANTARCTICA","SCOTIA SEA:  SOUTH ORKNEY ISLANDS: LAURIE IS",-60.532,-43.411,NA,NA,"[7,8)"
5713,2003-08-11,10,6,NA,"INDONESIA","INDONESIA:  HALMAHERA:  WASILE",1.142,128.152,NA,NA,"[6,7)"
5714,2003-08-13,54,5.4,NA,"PANAMA","PANAMA:  COLON, PANAMA CITY",9.355,-79.941,NA,NA,"[5,6)"
5715,2003-08-14,10,6.3,NA,"GREECE","GREECE:  LEFKADA, PREVEZA",39.16,20.605,NA,NA,"[6,7)"
5716,2003-08-16,24,5.4,NA,"CHINA","CHINA:  NEI MONGOL:  LINDONG, TIANSHAN",43.77,119.643,1004,NA,"[5,6)"
5717,2003-08-18,33,5.5,NA,"CHINA","CHINA:  TIBET (XIZANG PROVINCE): BOMI,MEDOG,NYINGCHI",29.573,95.605,NA,NA,"[5,6)"
5719,2003-08-21,28,7.2,NA,"NEW ZEALAND","NEW ZEALAND:  DUNEDIN,INVERCARGILL,TE ANAU,FIORDLAND",-45.104,167.144,NA,NA,"[7,8)"
5720,2003-09-14,10,5.3,7,"ITALY","ITALY:  LOIANO, MONGHIDORO, MONZUNO",44.329,11.45,NA,NA,"[5,6)"
5721,2003-09-20,52,5.7,NA,"JAPAN","JAPAN:  HONSHU:  TOKYO",34.998,140.172,NA,NA,"[5,6)"
5722,2003-09-21,10,6.6,NA,"MYANMAR (BURMA)","MYANMAR (BURMA):  TAUNGDWINGYI; THAILAND:  BANGKOK",19.917,95.672,NA,NA,"[6,7)"
5723,2003-09-22,10,6.4,10,"DOMINICAN REPUBLIC","DOMINICAN REPUBLIC:  PUERTO PLATA, SANTIAGO",19.777,-70.673,18,NA,"[6,7)"
5724,2003-09-25,27,8.3,NA,"JAPAN","JAPAN:  HOKKAIDO",41.815,143.91,NA,NA,"[8,9)"
5725,2003-09-27,16,7.3,10,"RUSSIA","RUSSIA:  KOSH-AGACH, UST'-ULAGAN, ONGUDAI, SHEBALINO",50.038,87.813,8,NA,"[7,8)"
5728,2003-10-01,10,6.7,NA,"RUSSIA","RUSSIA:  KOSH-AGACH, BARNAUL, GORNO-ALTAYSK",50.211,87.721,NA,NA,"[6,7)"
5729,2003-10-15,78,5.2,NA,"JAPAN","JAPAN:  NEAR S COAST HONSHU:  ATSUGI",35.457,139.871,NA,NA,"[5,6)"
5731,2003-10-16,33,5.6,NA,"CHINA","CHINA:  YUNNAN PROVINCE:  DAYAO",25.954,101.254,35,NA,"[5,6)"
5732,2003-10-25,10,5.8,NA,"CHINA","CHINA:  GANSU PROVINCE:  MINLE, SHANDAN",38.4,100.951,52,NA,"[5,6)"
6610,2003-10-31,10,7,NA,"JAPAN","JAPAN:  EAST COAST HONSHU",37.812,142.619,NA,NA,"[7,8)"
5733,2003-11-13,10,5.1,NA,"CHINA","CHINA:  GANSU PROVINCE:  JONE, LINTAN, MINXIAN",34.712,103.834,31,NA,"[5,6)"
5734,2003-11-14,33,5.6,NA,"CHINA","CHINA:  YUNNAN PROVINCE:  LUDIAN, ZHAOTONG",27.372,103.971,69,NA,"[5,6)"
5735,2003-11-17,33,7.8,NA,"USA","ALASKA:  ALEUTIAN ISLANDS:  RAT ISLANDS",51.146,178.65,NA,NA,"[7,8)"
5736,2003-11-18,35,6.5,7,"PHILIPPINES","PHILIPPINES:  SAMAR:  CAN-AVID",12.025,125.416,22,NA,"[6,7)"
5738,2003-12-01,10,6,NA,"CHINA","CHINA:  XINJIANG:  ZHAOSU",42.905,80.515,58,NA,"[6,7)"
5746,2003-12-10,10,6.8,NA,"TAIWAN","TAIWAN:  T'AI-TUNG, KAO-HSIUN",23.039,121.362,NA,NA,"[6,7)"
5747,2003-12-11,33,5,NA,"IRAN","IRAN:  WESTERN:  MASJED-E- SOLEYMAN",31.953,49.209,NA,NA,"[5,6)"
5749,2003-12-22,8,6.6,8,"USA","CALIFORNIA:  PASO ROBLES,TEMPLETON,ATASCADERO",35.706,-121.102,42,NA,"[6,7)"
5750,2003-12-25,33,6.5,NA,"PANAMA","PANAMA-COSTA RICA:  PUERTO ARMUELLES",8.416,-82.824,77,NA,"[6,7)"
5751,2003-12-26,10,6.6,9,"IRAN","IRAN:  SOUTHEASTERN:  BAM, BARAVAT",28.995,58.311,61000,NA,"[6,7)"
7404,2003-12-27,10,6.1,NA,"NEW CALEDONIA","NEW CALEDONIA:  LOYALTY ISLANDS",-22.107,169.35,NA,NA,"[6,7)"
5752,2004-01-01,45,5.8,6,"INDONESIA","INDONESIA:  BALI, LOMBOK",-8.31,115.788,30,NA,"[5,6)"
5753,2004-01-01,29,6.1,NA,"MEXICO","MEXICO:  GUERRERO, MEXICO CITY",17.488,-101.303,NA,NA,"[6,7)"
5756,2004-01-14,12,5.2,NA,"IRAN","IRAN:  SOUTHERN:  FIRUZABAD",27.695,52.397,NA,NA,"[5,6)"
6611,2004-01-28,17,6.7,NA,"INDONESIA","INDONESIA:  SERAM",-3.12,127.4,NA,NA,"[6,7)"
5757,2004-02-04,29,6.1,NA,"PANAMA","PANAMA-COSTA RICA:  CHIRIQUI",8.358,-82.877,NA,NA,"[6,7)"
5758,2004-02-05,17,7,NA,"INDONESIA","INDONESIA:  NABIRE",-3.615,135.538,719,NA,"[7,8)"
5759,2004-02-07,10,7.3,NA,"INDONESIA","INDONESIA:  NABIRE",-4.003,135.023,NA,NA,"[7,8)"
5760,2004-02-11,27,5.3,NA,"JORDAN","JORDAN:  MA'IN; ISRAEL:  JERUSALEM, PETAH-TIQWA",31.675,35.551,NA,NA,"[5,6)"
5761,2004-02-14,11,5.4,NA,"PAKISTAN","PAKISTAN:  BALAKOT, BATGRAM, MANSEHRA",34.774,73.216,64,6799,"[5,6)"
5762,2004-02-16,56,5.1,NA,"INDONESIA","INDONESIA:  SUMATRA:  PADANGPANJANG",-0.466,100.655,12,NA,"[5,6)"
5763,2004-02-22,42,6,NA,"INDONESIA","INDONESIA:  SUMATRA:  PESISIR SELATAN",-1.559,100.488,NA,NA,"[6,7)"
5765,2004-02-24,0,6.4,9,"MOROCCO","MOROCCO:  AL HOCEIMA, IMZOURENE, BENI ABDALLAH",35.142,-3.997,1554,NA,"[6,7)"
5766,2004-03-01,9,5.2,NA,"GREECE","GREECE:  SOUTHERN:  KALAMATA",37.136,22.116,NA,NA,"[5,6)"
5768,2004-03-24,19,5.4,NA,"CHINA","CHINA:  NEI MONGOL:  BAYAN UL HOT, ULIASTAI",45.382,118.256,NA,NA,"[5,6)"
5767,2004-03-25,NA,5.6,NA,"TURKEY","TURKEY:  ERZURUM",39.93,40.812,56,NA,"[5,6)"
5769,2004-03-28,5,5.6,NA,"TURKEY","TURKEY:  ASKALE",39.847,40.874,NA,NA,"[5,6)"
5771,2004-04-05,187,6.5,NA,"AFGHANISTAN","AFGHANISTAN:  HINDU KUSH:  KABUL, SAMANGAN; PAKISTAN",36.512,71.029,8,NA,"[6,7)"
5772,2004-04-09,66,5.4,NA,"INDONESIA","INDONESIA:  SUMATRA:  PADANG",-1.549,100.54,NA,NA,"[5,6)"
5774,2004-04-16,96,5.5,NA,"INDONESIA","INDONESIA:  BALI",-8.669,114.65,NA,NA,"[5,6)"
5775,2004-04-23,66,6.7,NA,"INDONESIA","INDONESIA:  TIMOR: KUPANG",-9.362,122.839,NA,NA,"[6,7)"
5776,2004-05-01,45,5.2,NA,"TAIWAN","TAIWAN:  HUALIEN: TAROKO GORGE NATIONAL PARK",24.081,121.611,3,NA,"[5,6)"
5777,2004-05-03,21,6.6,6,"CHILE","CHILE: CANETE",-37.695,-73.406,NA,NA,"[6,7)"
5778,2004-05-04,14,5.4,NA,"CHINA","CHINA:  QINGHAI PROVINCE:  DELINGHA",37.506,96.758,NA,NA,"[5,6)"
5779,2004-05-08,67,5,NA,"IRAN","IRAN:  KAZERUN",29.881,51.474,NA,10,"[5,6)"
5783,2004-05-28,17,6.3,NA,"IRAN","IRAN:  MAZANDARAN, QAZVIN, TEHRAN",36.29,51.61,435,NA,"[6,7)"
5786,2004-06-15,38,5.9,6,"CHILE","CHILE: CARAHUE, IMPERIAL, TEMUCO",-38.854,-73.155,NA,NA,"[5,6)"
5787,2004-07-01,5,5.1,NA,"TURKEY","TURKEY:  DOGUBEYAZIT",39.766,43.979,39,NA,"[5,6)"
5789,2004-07-12,8,5.2,NA,"SLOVENIA","SLOVENIA: BOVEC, KOBARID",46.296,13.641,6,NA,"[5,6)"
5791,2004-07-18,5,5.4,NA,"NEW ZEALAND","NEW ZEALAND:  NORTH ISLAND:  ROTORUA, TAURANGA",-38,176.51,3,NA,"[5,6)"
5792,2004-07-18,10,5.2,NA,"AFGHANISTAN","AFGHANISTAN: PAKTIA PROVINCE",33.426,69.524,42,NA,"[5,6)"
5795,2004-08-04,10,5.6,NA,"TURKEY","TURKEY:  BODRUM",36.833,27.815,NA,NA,"[5,6)"
5796,2004-08-10,6,5.4,NA,"CHINA","CHINA:  YUNNAN PROVINCE:  LUDIAN",27.266,103.873,604,84157,"[5,6)"
5797,2004-08-11,7,5.7,NA,"TURKEY","TURKEY:  ELAZIG, SIVRICE",38.377,39.261,12,NA,"[5,6)"
5798,2004-09-05,14,7.2,NA,"JAPAN","JAPAN:  HONSHU:  W COAST: KYOTO",33.07,136.618,NA,NA,"[7,8)"
5799,2004-09-05,10,7.4,NA,"JAPAN","JAPAN:  HONSHU:  W COAST: KYOTO, WAKAYAMA, SAKAI",33.184,137.071,NA,NA,"[7,8)"
5800,2004-09-07,22,6.1,NA,"ARGENTINA","ARGENTINA: CATAMARCA",-28.573,-65.84,NA,NA,"[6,7)"
5801,2004-09-07,10,5.2,NA,"CHINA","CHINA:  GANSU PROVINCE",34.682,103.781,NA,NA,"[5,6)"
5803,2004-09-28,9,6,6,"USA","CALIFORNIA:  CENTRAL: PARKFIELD, SAN MIGUEL",35.819,-120.364,NA,NA,"[6,7)"
5825,2004-10-01,87,5.6,NA,"NICARAGUA","NICARAGUA:  CHINANDEGA, LEON",11.989,-86.52,NA,NA,"[5,6)"
5804,2004-10-07,35,5.6,NA,"IRAN","IRAN:  GOLESTAN",37.125,54.477,NA,NA,"[5,6)"
5805,2004-10-15,94,6.6,NA,"TAIWAN","TAIWAN:  T'AO-YUAN",24.53,122.694,NA,NA,"[6,7)"
5807,2004-10-23,16,6.6,NA,"JAPAN","JAPAN:  HONSHU:  NIIGATA PREFECTURE",37.226,138.779,3223,NA,"[6,7)"
5808,2004-10-27,14,5.9,NA,"JAPAN","JAPAN:  HONSHU:  NIIGATA PREFECTURE",37.284,138.885,NA,NA,"[5,6)"
5826,2004-10-27,96,5.8,NA,"ROMANIA","ROMANIA:  BUCHAREST, BRAILA; BULGARIA:  NORTHERN",45.787,26.622,NA,NA,"[5,6)"
7403,2004-11-02,10,6.6,NA,"CANADA","CANADA:  VANCOUVER ISLAND",49.277,-128.772,NA,NA,"[6,7)"
5827,2004-11-04,74,5.2,NA,"GREECE","GREECE:  CRETE:  ANTIKYTHIRA",35.945,23.115,NA,NA,"[5,6)"
5809,2004-11-08,10,5.5,NA,"JAPAN","JAPAN:  HONSHU:  NIIGATA PREFECTURE",37.396,138.862,NA,NA,"[5,6)"
5810,2004-11-11,10,7.5,NA,"INDONESIA","INDONESIA:  KEPULAUAN ALOR",-8.152,124.868,434,17493,"[7,8)"
5811,2004-11-15,15,7.2,NA,"COLOMBIA","COLOMBIA:  BAJO BAUDO, BUENAVENTURA, CERRITO",4.695,-77.508,NA,NA,"[7,8)"
5812,2004-11-20,16,6.4,NA,"COSTA RICA","COSTA RICA:  SAN JOSE, PARRITA, QUEPOS",9.602,-84.172,NA,NA,"[6,7)"
5813,2004-11-21,14,6.3,NA,"GUADELOUPE","GUADELOUPE:  BASSE-TERRE, LES SAINTES",15.679,-61.706,13,NA,"[6,7)"
